Company_Code,Company_Name,Market_Type,Security_Code,Sector,Market_Cap,Last_Price,PE,DY,ROE
EDEN,EDEN INC. BERHAD,MAIN,7471,Electricity,82.69m,0.18,3.17,0.00,10.12
EDGENTA,UEM EDGENTA BERHAD,MAIN,1368,Industrial Services,856.57m,1.03,17.46,3.88,3.04
EDUSPEC,EDUSPEC HOLDINGS BERHAD,ACE,0107,Software,69.30m,0.07,30.95,0.00,0.99
EFFICEN,EFFICIENT E-SOLUTIONS BERHAD,MAIN,0064,Industrial Services,127.64m,0.18,138.46,0.00,0.76
EFORCE,EXCEL FORCE MSC BERHAD,MAIN,0065,Software,215.36m,0.39,-,1.30,-
EFRAME,ECONFRAME BERHAD,ACE,0227,Building Materials,313.54m,0.89,26.18,0.56,14.32
EG,EG INDUSTRIES BERHAD,MAIN,8907,"Industrial Materials, Components & Equipment",622.18m,1.33,16.18,0.00,7.75
EIB,ECOSCIENCE INTERNATIONAL BERHAD,ACE,0255,Industrial Engineering,136.00m,0.40,-,0.00,-14.73
EIG,ESTHETICS INTERNATIONAL GROUP BERHAD,MAIN,5081,Personal Goods,72.34m,0.31,-,3.28,-0.43
EITA,EITA RESOURCES BERHAD,MAIN,5208,"Industrial Materials, Components & Equipment",180.78m,0.70,24.30,4.68,3.53
EKOVEST,EKOVEST BERHAD,MAIN,8877,Construction,1.586b,0.54,-,0.00,-4.35
EKSONS,EKSONS CORPORATION BERHAD,MAIN,9016,Wood & Wood Products,95.24m,0.58,16.52,0.00,1.46
ELKDESA,ELK-DESA RESOURCES BERHAD,MAIN,5228,Other Financials,595.80m,1.31,15.41,4.96,8.33
ELSOFT,ELSOFT RESEARCH BERHAD,MAIN,0090,Technology Equipment,360.95m,0.52,8.92,5.77,29.15
EMCC,EVERGREEN MAX CASH CAPITAL BERHAD,ACE,0286,Other Financials,479.41m,0.43,-,0.00,-
EMETALL,EONMETALL GROUP BERHAD,MAIN,7217,Metals,140.04m,0.50,-,2.50,-0.38
EMICO,EMICO HOLDINGS BERHAD,MAIN,9091,Consumer Services,37.40m,0.30,17.54,0.00,4.28
ENCORP,ENCORP BERHAD,MAIN,6076,Property,85.50m,0.27,-,0.00,-4.59
ENEST,ENEST GROUP BERHAD,LEAP,03025,Consumer Services,65.10m,0.14,-,0.00,-
ENGKAH,ENG KAH CORPORATION BERHAD,MAIN,7149,Household Goods,44.89m,0.38,-,0.00,-4.30
ENGTEX,ENGTEX GROUP BERHAD,MAIN,5056,Metals,274.86m,0.62,62.00,0.00,0.54
ENRA,ENRA GROUP BERHAD,MAIN,8613,Property,78.32m,0.58,-,0.00,-24.23
EPICON,EPICON BERHAD,MAIN,4847,"Travel, Leisure & Hospitality",148.70m,0.25,31.25,0.00,-
EPMB,EP MANUFACTURING BHD,MAIN,7773,Auto Parts,177.33m,0.81,9.53,0.00,6.04
ESAFE,EVERSAFE RUBBER BERHAD,ACE,0190,Auto Parts,52.93m,0.22,-,3.64,-1.15
ESCERAM,ES CERAMICS TECHNOLOGY BHD,ACE,0100,"Industrial Materials, Components & Equipment",127.92m,0.23,5.33,0.00,13.61
ETH,EQUITIESTRACKER HOLDINGS BERHAD,LEAP,03021,Consumer Services,58.93m,0.20,-,0.00,-
EUPE,EUPE CORPORATION BERHAD,MAIN,6815,Property,112.00m,0.88,4.96,2.06,5.07
EURO,EURO HOLDINGS BERHAD,MAIN,7208,Consumer Services,96.29m,0.08,-,0.00,-
EUROSP,EUROSPAN HOLDINGS BERHAD,MAIN,7094,Household Goods,61.30m,1.38,-,0.00,-18.55
EVD,EVD BERHAD,ACE,0174,Software,51.54m,0.13,9.92,0.00,4.06
EVERGRN,EVERGREEN FIBREBOARD BERHAD,MAIN,5101,Wood & Wood Products,287.78m,0.34,-,0.00,-7.36
EWEIN,EWEIN BERHAD,MAIN,7249,Property,380.00m,1.26,268.09,0.00,0.57
EWINT,ECO WORLD INTERNATIONAL BERHAD,MAIN,5283,Property,864.00m,0.36,-,91.67,-5.75
F&N,FRASER & NEAVE HOLDINGS BHD,MAIN,3689,Food & Beverages,9.169b,25.00,18.40,2.40,15.47
FACBIND,FACB INDUSTRIES INCORPORATED BERHAD,MAIN,2984,Metals,104.75m,1.23,14.95,2.11,3.19
FAJAR,FAJARBARU BUILDER GROUP BHD,MAIN,7047,Construction,212.24m,0.29,-,3.51,-3.92
FAREAST,FAR EAST HOLDINGS BERHAD,MAIN,5029,Plantation,2.197b,3.70,19.69,4.86,8.13
FARLIM,FARLIM GROUP (MALAYSIA) BHD,MAIN,6041,Property,37.89m,0.23,-,0.00,-5.29
FAST,FAST ENERGY HOLDINGS BERHAD,ACE,0084,"Industrial Materials, Components & Equipment",24.76m,0.12,-,0.00,-8.69
FAVCO,FAVELLE FAVCO BERHAD,MAIN,7229,Industrial Engineering,422.86m,1.80,9.50,49.44,6.04
FBBHD,FIBROMAT (M) BERHAD,LEAP,03026,Industrial Services,60.48m,0.28,-,5.00,-
FCW,FCW HOLDINGS BERHAD,MAIN,2755,Household Goods,267.49m,1.07,-,0.00,-
FFB,FARM FRESH BERHAD,MAIN,5306,Food & Beverages,2.228b,1.19,54.09,0.84,6.47
FGV,FGV HOLDINGS BERHAD,MAIN,5222,Plantation,4.925b,1.35,8.51,11.11,9.85
FIAMMA,FIAMMA HOLDINGS BERHAD,MAIN,6939,Household Goods,485.16m,0.92,-,0.00,-
FIBON,FIBON BERHAD,MAIN,0149,"Industrial Materials, Components & Equipment",44.10m,0.45,9.00,2.78,8.33
FIHB,FEDERAL INTERNATIONAL HOLDINGS BERHAD,MAIN,8605,Household Goods,76.10m,0.53,5.42,1.14,9.90
FIMACOR,FIMA CORPORATION BERHAD,MAIN,3107,Industrial Services,434.11m,1.77,16.11,7.06,4.45
FINTEC,FINTEC GLOBAL BERHAD,ACE,0150,Other Financials,29.62m,0.01,-,0.00,-15.00
FITTERS,FITTERS DIVERSIFIED BERHAD,MAIN,9318,"Industrial Materials, Components & Equipment",99.33m,0.04,-,0.00,-17.09
FLBHD,FOCUS LUMBER BERHAD,MAIN,5197,Wood & Wood Products,112.91m,0.49,13.84,10.20,4.21
FLEXI,FLEXIDYNAMIC HOLDINGS BERHAD,ACE,0231,Industrial Services,42.70m,0.15,-,0.00,-9.08
FM,FM GLOBAL LOGISTICS HOLDINGS BERHAD,MAIN,7210,Transportation & Logistics Services,323.90m,0.58,7.71,6.90,10.90
FOCUS,FOCUS DYNAMICS GROUP BERHAD,ACE,0116,"Travel, Leisure & Hospitality",63.72m,0.01,-,0.00,-8.75
FOCUSP,FOCUS POINT HOLDINGS BERHAD,MAIN,0157,Personal Goods,362.67m,0.79,11.06,2.73,30.34
FPGROUP,FOUNDPAC GROUP BERHAD,MAIN,5277,"Industrial Materials, Components & Equipment",218.69m,0.40,24.10,3.75,8.47
FPI,FORMOSA PROSONIC INDUSTRIES BERHAD,MAIN,9172,Household Goods,693.81m,2.70,7.84,7.78,19.12
FRONTKN,FRONTKEN CORPORATION BERHAD,MAIN,0128,Semiconductors,4.962b,3.14,41.32,1.34,20.54
FSBM,FSBM HOLDINGS BERHAD,MAIN,9377,Technology Equipment,85.32m,0.24,24.00,0.00,14.29
G3,G3 GLOBAL BERHAD,MAIN,7184,Personal Goods,75.47m,0.02,-,0.00,-6.00
GADANG,GADANG HOLDINGS BHD,MAIN,9261,Construction,240.26m,0.33,-,2.12,-3.70
GAMUDA,GAMUDA BERHAD,MAIN,5398,Construction,12.001b,4.45,6.53,2.70,16.79
GASMSIA,GAS MALAYSIA BERHAD,MAIN,5209,"Gas, Water & Multi-utilities",3.929b,3.06,10.24,7.44,30.62
GBGAQRS,GABUNGAN AQRS BERHAD,MAIN,5226,Construction,206.70m,0.38,-,0.00,-
GCAP,G CAPITAL BERHAD,MAIN,7676,Transportation & Logistics Services,130.09m,0.40,-,0.00,-16.24
GCB,GUAN CHONG BERHAD,MAIN,5102,Food & Beverages,2.585b,2.20,25.11,1.59,5.93
GCE,GRAND CENTRAL ENTERPRISES BHD,MAIN,5592,"Travel, Leisure & Hospitality",65.01m,0.33,-,0.00,-2.19
GDB,GDB HOLDINGS BERHAD,MAIN,0198,Construction,182.81m,0.20,22.94,0.00,5.00
GDEX,GDEX BERHAD,MAIN,0078,Transportation & Logistics Services,1.072b,0.19,-,0.79,-6.88
GENETEC,GENETEC TECHNOLOGY BERHAD,ACE,0104,Technology Equipment,1.884b,2.49,26.07,0.00,17.36
GENM,GENTING MALAYSIA BERHAD,MAIN,4715,"Travel, Leisure & Hospitality",14.608b,2.46,-,6.10,-2.68
GENP,GENTING PLANTATIONS BERHAD,MAIN,2291,Plantation,4.738b,5.28,19.65,6.44,4.49
GENTING,GENTING BERHAD,MAIN,3182,"Travel, Leisure & Hospitality",15.818b,4.08,72.60,3.92,0.65
GESHEN,GE-SHEN CORPORATION BERHAD,MAIN,7197,"Industrial Materials, Components & Equipment",150.97m,1.24,20.33,0.00,5.40
GFM,GFM SERVICES BERHAD,ACE,0039,Industrial Services,134.64m,0.20,6.57,2.05,13.50
GHLSYS,GHL SYSTEMS BERHAD,MAIN,0021,Digital Services,918.91m,0.81,30.84,3.11,5.62
GIIB,GIIB HOLDINGS BERHAD,MAIN,7192,Auto Parts,53.22m,0.09,-,0.00,-
GKENT,GEORGE KENT (MALAYSIA) BERHAD,MAIN,3204,Construction,276.00m,0.49,-,4.08,-0.84
GLBHD,GOLDEN LAND BERHAD,MAIN,7382,Plantation,60.19m,0.27,-,0.00,-8.20
GLOMAC,GLOMAC BERHAD,MAIN,5020,Property,292.03m,0.37,9.66,3.42,2.44
GLOTEC,GLOBALTEC FORMATION BERHAD,MAIN,5220,"Industrial Materials, Components & Equipment",160.13m,0.60,15.74,3.03,3.60
GLXT,GLOSTREXT BERHAD,ACE,0284,Industrial Services,85.48m,0.21,-,0.00,-
GMUTUAL,GROMUTUAL BERHAD,MAIN,9962,Property,108.93m,0.29,9.21,3.45,3.03
GOB,GLOBAL ORIENTAL BERHAD,MAIN,1147,Property,97.76m,0.22,-,0.00,-0.82
GOCEAN,GREEN OCEAN CORPORATION BERHAD,ACE,0074,Food & Beverages,21.12m,0.01,-,0.00,-
GOINNO,GO INNOVATE ASIA BERHAD,LEAP,03028,Metals,105.01m,0.35,-,0.00,-
GOLDETF,TRADEPLUS SHARIAH GOLD TRACKER,ETF,0828EA,Commodity Fund,52.29m,2.71,-,0.00,-
GOPENG,GOPENG BERHAD,MAIN,2135,Plantation,135.17m,0.34,-,2.99,-1.20
GPACKET,GREEN PACKET BERHAD,MAIN,0082,Telecommunications Service Providers,90.12m,0.05,-,0.00,-
GPHAROS,GOLDEN PHAROS BERHAD,MAIN,5649,Wood & Wood Products,40.12m,0.29,3.41,8.95,15.18
GPP,GPP RESOURCES BERHAD,LEAP,03029,Industrial Services,43.43m,0.28,-,0.00,-
GREATEC,GREATECH TECHNOLOGY BERHAD,MAIN,0208,Technology Equipment,5.265b,4.20,36.59,0.00,21.83
GREENYB,GREENYIELD BERHAD,MAIN,0136,Agricultural Products,100.32m,0.19,4.02,0.00,17.16
GTRONIC,GLOBETRONICS TECHNOLOGY BERHAD,MAIN,7022,Semiconductors,993.65m,1.48,28.24,4.05,11.64
GUH,GUH HOLDINGS BERHAD,MAIN,3247,"Industrial Materials, Components & Equipment",109.73m,0.39,-,0.00,-2.15
GUOCO,GUOCOLAND (MALAYSIA) BERHAD,MAIN,1503,Property,497.33m,0.71,14.37,2.82,2.47
HAILY,HAILY GROUP BERHAD,ACE,0237,Construction,70.44m,0.40,10.76,2.84,7.98
HANDAL,HANDAL ENERGY BERHAD,MAIN,7253,"Energy Infrastructure, Equipment & Services",24.01m,0.09,-,0.00,-
HAPSENG,HAP SENG CONSOLIDATED BERHAD,MAIN,3034,Diversified Industrials,11.926b,4.79,8.68,6.26,16.78
HARBOUR,HARBOUR-LINK GROUP BERHAD,MAIN,2062,Transportation & Logistics Services,460.46m,1.15,3.04,4.35,20.32
HARISON,HARRISONS HOLDINGS (MALAYSIA) BERHAD,MAIN,5008,Food & Beverages,582.16m,8.50,8.02,5.88,16.07
HARNLEN,HARN LEN CORPORATION BHD,MAIN,7501,Plantation,444.02m,0.76,-,0.00,-
HARTA,HARTALEGA HOLDINGS BERHAD,MAIN,5168,Health Care Equipment & Services,7.095b,2.07,-,27.54,-7.81
HBGLOB,HB GLOBAL LIMITED,MAIN,5187,Food & Beverages,89.93m,0.12,-,0.00,-80.69
HCK,HCK CAPITAL GROUP BERHAD,MAIN,7105,Property,1.098b,2.15,60.73,0.00,5.90
HEIM,HEINEKEN MALAYSIA BERHAD,MAIN,3255,Food & Beverages,7.287b,24.12,17.61,5.72,105.36
HEKTAR,HEKTAR REAL ESTATE INVESTMENT TRUST,MAIN,5121,Real Estate Investment Trusts,306.75m,0.62,4.35,13.01,11.61
HENGYUAN,HENGYUAN REFINING COMPANY BERHAD,MAIN,4324,Oil & Gas Producers,939.00m,3.13,-,3.19,-68.90
HEVEA,HEVEABOARD BERHAD,MAIN,5095,Wood & Wood Products,193.03m,0.34,-,3.53,-1.26
HEXCARE,HEXTAR HEALTHCARE BERHAD,MAIN,7803,Health Care Equipment & Services,235.04m,0.22,-,0.00,-10.57
HEXIND,HEXTAR INDUSTRIES BERHAD,ACE,0161,"Industrial Materials, Components & Equipment",1.099b,0.40,-,2.50,-
HEXTAR,HEXTAR GLOBAL BERHAD,MAIN,5151,Chemicals,2.974b,0.76,82.97,1.32,15.17
HEXTECH,HEXTAR TECHNOLOGIES SOLUTIONS BERHAD,MAIN,5136,Transportation & Logistics Services,3.165b,24.60,1033.61,1.63,2.48
HEXZA,HEXZA CORPORATION BERHAD,MAIN,3298,Chemicals,192.36m,0.96,31.48,4.17,1.76
HHHCORP,HIAP HUAT HOLDINGS BERHAD,ACE,0160,Industrial Services,49.89m,0.13,9.40,0.00,6.05
HHRG,HHRG BERHAD,ACE,0175,"Industrial Materials, Components & Equipment",199.13m,0.23,7.69,0.00,13.00
HIAPTEK,HIAP TECK VENTURE BERHAD,MAIN,5072,Metals,786.47m,0.45,25.42,2.22,2.39
HIBISCS,HIBISCUS PETROLEUM BERHAD,MAIN,5199,Oil & Gas Producers,2.093b,1.04,5.23,1.92,14.85
HIGHTEC,KUMPULAN H & L HIGH-TECH BERHAD,MAIN,7033,Industrial Engineering,107.22m,0.88,14.43,3.41,5.52
HIL,HIL INDUSTRIES BERHAD,MAIN,8443,Chemicals,334.04m,1.00,12.08,2.00,6.47
HLBANK,HONG LEONG BANK BERHAD,MAIN,5819,Banking,41.880b,19.32,10.97,3.05,10.62
HLCAP,HONG LEONG CAPITAL BERHAD,MAIN,5274,Other Financials,1.313b,5.32,26.34,3.20,4.94
HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,1082,Banking,19.944b,17.38,7.14,2.82,10.30
HLIND,HONG LEONG INDUSTRIES BERHAD,MAIN,3301,Automotive,2.905b,8.86,10.00,6.43,13.74
HLT,HLT GLOBAL BERHAD,ACE,0188,"Industrial Materials, Components & Equipment",120.19m,0.16,-,0.00,-43.50
HM,HARVEST MIRACLE CAPITAL BERHAD,ACE,0060,Technology Equipment,159.20m,0.13,-,0.00,-8.55
HOHUP,HO HUP CONSTRUCTION COMPANY BHD,MAIN,5169,Construction,150.93m,0.31,-,0.00,-5.35
HOMERIZ,HOMERITZ CORPORATION BERHAD,MAIN,5160,Household Goods,226.99m,0.49,7.81,4.08,10.63
HONGSENG,HONG SENG CONSOLIDATED BERHAD,MAIN,0041,Software,229.88m,0.05,-,0.00,-
HPMT,HPMT HOLDINGS BERHAD,MAIN,5291,"Industrial Materials, Components & Equipment",121.54m,0.37,17.21,2.30,5.00
HPPHB,HPP HOLDINGS BERHAD,ACE,0228,Packaging Materials,147.60m,0.38,15.83,3.95,7.74
HSPLANT,HAP SENG PLANTATIONS HOLDINGS BERHAD,MAIN,5138,Plantation,1.504b,1.88,20.17,6.38,3.92
HSSEB,HSS ENGINEERS BERHAD,MAIN,0185,Industrial Engineering,404.22m,0.82,22.21,1.13,7.34
HTPADU,HEITECH PADU BERHAD,MAIN,5028,Digital Services,65.29m,0.65,-,0.00,-28.79
HUAYANG,HUA YANG BERHAD,MAIN,5062,Property,132.00m,0.30,26.55,0.00,1.11
HUBLINE,HUBLINE BERHAD,MAIN,7013,Transportation & Logistics Services,171.60m,0.04,26.67,0.00,3.75
HUMEIND,HUME CEMENT INDUSTRIES BERHAD,MAIN,5000,Building Materials,869.16m,1.70,14.48,0.00,13.98
HUPSENG,HUP SENG INDUSTRIES BERHAD,MAIN,5024,Food & Beverages,548.00m,0.69,15.82,4.38,24.06
HWATAI,HWA TAI INDUSTRIES BERHAD,MAIN,8478,Food & Beverages,32.93m,0.44,-,0.00,-24.65
HWGB,HO WAH GENTING BERHAD,MAIN,9601,"Industrial Materials, Components & Equipment",47.79m,0.25,-,0.00,-
IBHD,I-BERHAD,MAIN,4251,Property,492.18m,0.27,18.66,0.75,2.25
IBRACO,IBRACO BERHAD,MAIN,5084,Property,305.79m,0.56,6.90,3.57,9.53
ICAP,ICAPITAL.BIZ BERHAD,MAIN,5108,Closed End Fund,354.20m,2.53,202.40,0.00,0.37
ICON,ICON OFFSHORE BERHAD,MAIN,5255,"Energy Infrastructure, Equipment & Services",324.78m,0.12,2.01,0.00,42.64
ICONIC,ICONIC WORLDWIDE BERHAD,MAIN,9113,"Travel, Leisure & Hospitality",64.67m,0.12,-,0.00,-17.03
ICTZONE,ICT ZONE ASIA BERHAD,LEAP,03038,Technology Equipment,118.67m,0.21,-,0.00,-
IDBTECH,IDB TECHNOLOGIES BERHAD,LEAP,03030,Software,100.00m,0.20,-,1.00,-
IDEAL,IDEAL CAPITAL BERHAD,MAIN,9687,Property,1.050b,2.10,25.39,0.48,6.48
IFCAMSC,IFCA MSC BERHAD,ACE,0023,Software,179.45m,0.30,92.19,0.00,1.60
IGBB,IGB BERHAD,MAIN,5606,Property,2.934b,2.16,12.50,2.31,5.88
IGBCR,IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST,MAIN,5299,Real Estate Investment Trusts,1.167b,0.50,19.41,6.91,2.61
IGBREIT,IGB REAL ESTATE INVESTMENT TRUST,MAIN,5227,Real Estate Investment Trusts,6.008b,1.67,14.86,5.90,10.43
IHB,INFRAHARTA HOLDINGS BERHAD,MAIN,7240,Construction,37.92m,0.10,-,0.00,-36.50
IHH,IHH HEALTHCARE BERHAD,MAIN,5225,Health Care Providers,51.433b,5.84,24.08,1.20,7.77
IHS046000824,IHSAN SUKUK-ETBS 4.60%0824,,0401GA,Islamic-gg,-,101.30,-,-,-
IJM,IJM CORPORATION BERHAD,MAIN,3336,Construction,6.784b,1.86,30.10,4.30,2.22
ILB,ILB GROUP BERHAD,MAIN,5614,Transportation & Logistics Services,126.77m,0.65,10.71,0.00,5.06
IMASPRO,IMASPRO CORPORATION BERHAD,MAIN,7222,Chemicals,450.40m,5.63,269.38,0.62,1.34
IMPIANA,IMPIANA HOTELS BERHAD,MAIN,7243,Food & Beverages,68.13m,0.09,-,0.00,-
INARI,INARI AMERTRON BERHAD,MAIN,0166,Semiconductors,10.595b,2.83,32.75,2.90,12.40
INCKEN,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,MAIN,2607,Plantation,176.72m,0.42,-,0.00,-1.62
INFOM,INFOMINA BERHAD,ACE,0265,Technology Equipment,955.99m,1.59,23.38,0.00,35.79
INFOTEC,INFOLINE TEC GROUP BERHAD,ACE,0253,Digital Services,276.05m,0.76,16.49,2.91,30.73
INGENIEU,INGENIEUR GUDANG BERHAD,MAIN,5178,Metals,165.91m,0.12,6.61,0.00,16.26
INNATURE,INNATURE BERHAD,MAIN,5295,Personal Goods,289.41m,0.41,18.06,7.32,11.35
INNITY,INNITY CORPORATION BERHAD,ACE,0147,Media,80.16m,0.58,-,0.00,-8.19
INNO,INNOPRISE PLANTATIONS BERHAD,MAIN,6262,Plantation,593.78m,1.24,13.33,14.92,15.00
INSAS,INSAS BERHAD,MAIN,3379,Other Financials,610.15m,0.88,4.97,2.84,5.01
INTA,INTA BINA GROUP BERHAD,MAIN,0192,Construction,142.05m,0.27,10.19,2.83,8.67
IOICORP,IOI CORPORATION BERHAD,MAIN,1961,Plantation,24.701b,3.93,22.17,2.80,9.69
IOIPG,IOI PROPERTIES GROUP BERHAD,MAIN,5249,Property,9.746b,1.77,7.00,2.82,6.25
IQGROUP,IQ GROUP HOLDINGS BERHAD,MAIN,5107,Household Goods,74.82m,0.85,9.27,0.00,6.24
IQZAN,IQZAN HOLDING BERHAD,MAIN,7183,Packaging Materials,1.11m,0.01,-,0.00,0.00
IREKA,IREKA CORPORATION BERHAD,MAIN,8834,Construction,113.89m,0.50,1.54,0.00,-
IRIS,IRIS CORPORATION BERHAD,ACE,0010,Software,244.72m,0.08,8.24,0.00,8.35
ITMAX,ITMAX SYSTEM BERHAD,MAIN,5309,Digital Services,1.872b,1.82,33.77,0.44,17.97
ITRONIC,INDUSTRONICS BERHAD,MAIN,9393,Technology Equipment,28.30m,0.04,-,0.00,-
IVORY,IVORY PROPERTIES GROUP BERHAD,MAIN,5175,Property,39.21m,0.08,-,0.00,-124.65
IWCITY,ISKANDAR WATERFRONT CITY BERHAD,MAIN,1589,Property,621.76m,0.68,-,0.00,-3.85
JADEM,JADE MARVEL GROUP BERHAD,MAIN,7043,Building Materials,80.48m,0.19,-,0.00,-6.05
JADI,JADI IMAGING HOLDINGS BERHAD,MAIN,7223,Consumer Services,104.96m,0.08,-,0.00,-8.89
JAG,JAG BERHAD,ACE,0024,Industrial Services,187.06m,0.30,33.52,0.00,2.57
JAKS,JAKS RESOURCES BERHAD,MAIN,4723,Construction,497.67m,0.21,9.91,0.00,3.21
JASKITA,JASA KITA BERHAD,MAIN,8648,"Industrial Materials, Components & Equipment",62.94m,0.14,-,0.00,-1.57
JAYCORP,JAYCORP BERHAD,MAIN,7152,Household Goods,204.50m,0.75,10.15,8.05,10.34
JCBNEXT,JCBNEXT BERHAD,MAIN,0058,Industrial Services,211.25m,1.60,7.17,3.75,7.89
JCY,JCY INTERNATIONAL BERHAD,MAIN,5161,Technology Equipment,382.81m,0.18,-,0.00,-18.19
JETSON,KUMPULAN JETSON BERHAD,MAIN,9083,Auto Parts,52.25m,0.20,-,0.00,-20.40
JFTECH,JF TECHNOLOGY BERHAD,MAIN,0146,Technology Equipment,1.010b,1.09,83.21,0.92,9.10
JHM,JHM CONSOLIDATION BERHAD,MAIN,0127,Semiconductors,463.59m,0.77,39.84,0.00,3.69
JIANKUN,JIANKUN INTERNATIONAL BERHAD,MAIN,8923,Property,70.30m,0.20,-,0.00,-18.12
JISHAN,JISHAN BERHAD,LEAP,03040,Packaging Materials,98.76m,0.42,-,0.00,-
JKGLAND,JKG LAND BERHAD,MAIN,6769,Property,216.12m,0.10,11.73,0.00,3.38
JOE,JOE HOLDING BERHAD,MAIN,7096,Auto Parts,45.89m,0.02,-,0.00,-7.00
JOHAN,JOHAN HOLDINGS BERHAD,MAIN,3441,Other Financials,58.40m,0.05,-,0.00,-18.40
JSB,JENTAYU SUSTAINABLES BERHAD,MAIN,5673,Industrial Services,403.41m,0.96,-,0.00,-3.90
JTIASA,JAYA TIASA HOLDINGS BHD,MAIN,4383,Plantation,832.53m,0.86,5.42,3.74,11.03
K1,K-ONE TECHNOLOGY BERHAD,ACE,0111,Technology Equipment,120.64m,0.15,76.32,0.00,1.37
KAB,KINERGY ADVANCEMENT BERHAD,MAIN,0193,Industrial Engineering,651.61m,0.34,88.16,0.00,5.43
KAMDAR,KAMDAR GROUP (M) BERHAD,MAIN,8672,Retailers,31.68m,0.16,-,0.00,-2.30
KANGER,KANGER INTERNATIONAL BERHAD,ACE,0170,Household Goods,71.49m,0.11,-,0.00,-
KAREX,KAREX BERHAD,MAIN,5247,Personal Goods,616.27m,0.59,59.09,0.85,2.20
KARYON,KARYON INDUSTRIES BERHAD,MAIN,0054,Chemicals,80.87m,0.17,18.89,2.06,3.60
KAWAN,KAWAN FOOD BERHAD,MAIN,7216,Food & Beverages,663.52m,1.83,20.33,1.97,8.18
KEINHIN,KEIN HING INTERNATIONAL BERHAD,MAIN,7199,Metals,155.73m,1.43,6.99,1.40,13.29
KEN,KEN HOLDINGS BERHAD,MAIN,7323,Property,116.95m,0.61,18.89,0.00,1.65
KENANGA,KENANGA INVESTMENT BANK BERHAD,MAIN,6483,Other Financials,632.76m,0.86,13.65,6.98,4.47
KERJAYA,KERJAYA PROSPEK GROUP BERHAD,MAIN,7161,Construction,1.749b,1.38,14.76,4.35,10.39
KESM,KESM INDUSTRIES BERHAD,MAIN,9334,Semiconductors,325.62m,7.57,-,0.99,-0.88
KEYASIC,KEY ASIC BERHAD,MAIN,0143,Semiconductors,118.45m,0.09,-,0.00,-16.67
KFIMA,KUMPULAN FIMA BERHAD,MAIN,6491,Diversified Industrials,499.55m,1.77,9.76,6.78,5.67
KGB,KELINGTON GROUP BERHAD,MAIN,0151,Industrial Engineering,951.12m,1.47,13.83,1.70,25.01
KGROUP,KEY ALLIANCE GROUP BERHAD,ACE,0036,Technology Equipment,18.39m,0.01,-,0.00,-19.29
KGW,KGW GROUP BERHAD,ACE,0282,Transportation & Logistics Services,94.15m,0.20,-,0.00,-
KHEESAN,KHEE SAN BERHAD,MAIN,6203,Food & Beverages,20.59m,0.15,12.00,0.00,-
KHIND,KHIND HOLDINGS BERHAD,MAIN,7062,Household Goods,110.56m,2.63,14.85,3.04,3.54
KHJB,KIM HIN JOO (MALAYSIA) BERHAD,ACE,0210,Retailers,60.80m,0.16,32.65,3.75,2.33
KIALIM,KIA LIM BERHAD,MAIN,6211,Building Materials,20.75m,0.34,-,0.00,-2.26
KIMHIN,KIM HIN INDUSTRY BERHAD,MAIN,5371,Building Materials,84.03m,0.54,-,0.00,-8.50
KIMLUN,KIMLUN CORPORATION BERHAD,MAIN,5171,Construction,288.00m,0.82,-,1.23,-1.34
KIPREIT,KIP REAL ESTATE INVESTMENT TRUST,MAIN,5280,Real Estate Investment Trusts,542.69m,0.90,8.92,6.93,9.22
KITACON,KUMPULAN KITACON BERHAD,MAIN,5310,Construction,330.00m,0.66,9.46,1.52,12.46
KKB,KKB ENGINEERING BERHAD,MAIN,9466,Industrial Engineering,409.99m,1.42,19.53,4.23,5.31
KLCC,KLCC PROPERTY HOLDINGS BERHAD,MAIN,5235SS,Real Estate Investment Trusts,12.204b,6.76,14.93,5.62,6.25
KLCI1XI,KENANGA KLCI DAILY (-1X) INVERSE ETF,ETF,0835EA,N/A,-,1.97,-,-,-
KLCI2XL,KENANGA KLCI DAILY 2X LEVERAGED ETF,ETF,0834EA,N/A,-,1.68,-,-,-
KLK,KUALA LUMPUR KEPONG BERHAD,MAIN,2445,Plantation,23.134b,21.40,19.60,4.67,8.14
KLUANG,KLUANG RUBBER COMPANY (MALAYA) BERHAD,MAIN,2453,Plantation,240.05m,3.80,12.33,0.71,2.70
KMLOONG,KIM LOONG RESOURCES BERHAD,MAIN,5027,Plantation,1.855b,1.91,12.49,7.85,17.18
KNM,KNM GROUP BERHAD,MAIN,7164,Other Energy Resources,687.80m,0.17,-,0.00,-
KNUSFOR,KNUSFORD BERHAD,MAIN,5035,Industrial Services,93.17m,0.94,-,0.00,-1.56
KOBAY,KOBAY TECHNOLOGY BERHAD,MAIN,6971,"Industrial Materials, Components & Equipment",616.48m,1.89,21.95,1.59,7.24
KOMARK,KOMARKCORP BERHAD,MAIN,7017,Packaging Materials,46.18m,0.04,-,0.00,-2.83
KOSSAN,KOSSAN RUBBER INDUSTRIES BERHAD,MAIN,7153,Health Care Equipment & Services,3.428b,1.34,-,1.87,-0.18
